Date,SP500,Dividend,Earnings,Consumer Price Index,Long Interest Rate,Real Price,Real Dividend,Real Earnings,PE10
1959-01-01,55.62,1.76,2.96,29.0,4.02,458.19,14.47,24.41,17.98
1959-02-01,54.77,1.76,3.04,28.9,3.96,452.75,14.58,25.1,17.76
1959-03-01,56.16,1.77,3.11,28.9,3.99,464.24,14.63,25.71,18.2
1959-04-01,57.1,1.78,3.21,29.0,4.12,470.38,14.64,26.42,18.43
1959-05-01,57.96,1.78,3.3,29.0,4.31,477.47,14.69,27.21,18.69
1959-06-01,57.46,1.79,3.4,29.1,4.34,471.72,14.7,27.91,18.45
1959-07-01,59.74,1.8,3.41,29.2,4.4,488.76,14.7,27.9,19.09
1959-08-01,59.4,1.8,3.42,29.2,4.43,485.98,14.75,27.98,18.96
1959-09-01,57.05,1.81,3.43,29.3,4.68,465.16,14.76,27.97,18.12
1959-10-01,57.0,1.82,3.42,29.4,4.53,463.17,14.76,27.76,18.02
1959-11-01,57.23,1.82,3.4,29.4,4.53,465.04,14.82,27.65,18.07
1959-12-01,59.06,1.83,3.39,29.4,4.69,479.91,14.87,27.55,18.62
1960-01-01,58.03,1.87,3.39,29.3,4.72,473.15,15.22,27.64,18.34
1960-02-01,55.78,1.9,3.39,29.4,4.49,453.26,15.47,27.55,17.55
1960-03-01,55.02,1.94,3.39,29.4,4.25,447.08,15.76,27.55,17.29
1960-04-01,55.73,1.94,3.35,29.5,4.28,451.31,15.74,27.1,17.43
1960-05-01,55.22,1.95,3.3,29.5,4.35,447.18,15.76,26.75,17.26
1960-06-01,57.26,1.95,3.26,29.6,4.15,462.14,15.74,26.31,17.82
1960-07-01,55.84,1.95,3.26,29.6,3.9,450.68,15.74,26.34,17.38
1960-08-01,56.51,1.95,3.27,29.6,3.8,456.08,15.74,26.36,17.58
1960-09-01,54.81,1.95,3.27,29.6,3.8,442.36,15.74,26.39,17.05
1960-10-01,53.73,1.95,3.27,29.8,3.89,430.74,15.63,26.21,16.61
1960-11-01,55.47,1.95,3.27,29.8,3.93,444.69,15.63,26.21,17.15
1960-12-01,56.8,1.95,3.27,29.8,3.84,455.35,15.63,26.21,17.56
1961-01-01,59.72,1.95,3.21,29.8,3.84,478.76,15.61,25.73,18.47
1961-02-01,62.17,1.94,3.15,29.8,3.78,498.4,15.58,25.25,19.23
1961-03-01,64.12,1.94,3.09,29.8,3.74,514.03,15.55,24.77,19.84
1961-04-01,65.83,1.94,3.07,29.8,3.78,527.74,15.55,24.61,20.38
1961-05-01,66.5,1.94,3.05,29.8,3.71,533.11,15.55,24.45,20.6
1961-06-01,65.62,1.94,3.03,29.8,3.88,526.06,15.55,24.29,20.33
1961-07-01,65.44,1.95,3.04,30.0,3.92,521.12,15.5,24.18,20.15
1961-08-01,67.79,1.95,3.04,29.9,4.04,541.63,15.61,24.32,20.94
1961-09-01,67.26,1.96,3.05,30.0,3.98,535.61,15.61,24.29,20.71
1961-10-01,68.0,1.98,3.1,30.0,3.92,541.5,15.77,24.66,20.92
1961-11-01,71.08,2.0,3.14,30.0,3.94,566.03,15.93,25.03,21.86
1961-12-01,71.74,2.02,3.19,30.0,4.06,571.28,16.09,25.4,22.04
1962-01-01,69.07,2.03,3.25,30.0,4.08,550.02,16.14,25.88,21.2
1962-02-01,70.22,2.03,3.31,30.1,4.04,557.32,16.14,26.27,21.45
1962-03-01,70.29,2.04,3.37,30.1,3.93,557.88,16.19,26.75,21.44
1962-04-01,68.05,2.05,3.4,30.2,3.84,538.31,16.19,26.92,20.66
1962-05-01,62.99,2.05,3.44,30.2,3.87,498.28,16.24,27.19,19.09
1962-06-01,55.63,2.06,3.47,30.2,3.91,440.06,16.3,27.45,16.83
1962-07-01,56.97,2.07,3.49,30.3,4.01,449.18,16.29,27.52,17.14
1962-08-01,58.52,2.07,3.51,30.3,3.98,461.4,16.35,27.67,17.57
1962-09-01,58.0,2.08,3.53,30.4,3.98,455.79,16.35,27.74,17.32
1962-10-01,56.17,2.1,3.58,30.4,3.93,441.41,16.48,28.11,16.74
1962-11-01,60.04,2.11,3.62,30.4,3.92,471.82,16.61,28.47,17.85
1962-12-01,62.64,2.13,3.67,30.4,3.86,492.26,16.74,28.84,18.59
1963-01-01,65.06,2.14,3.68,30.4,3.83,511.27,16.79,28.95,19.26
1963-02-01,65.92,2.14,3.7,30.4,3.92,518.03,16.84,29.05,19.47
1963-03-01,65.67,2.15,3.71,30.5,3.93,514.37,16.84,29.06,19.29
1963-04-01,68.76,2.17,3.75,30.5,3.97,538.58,16.97,29.4,20.15
1963-05-01,70.14,2.18,3.8,30.5,3.93,549.39,17.1,29.74,20.51
1963-06-01,70.11,2.2,3.84,30.6,3.99,547.36,17.18,29.98,20.38
1963-07-01,69.07,2.2,3.88,30.7,4.02,537.48,17.15,30.19,19.97
1963-08-01,70.98,2.21,3.92,30.7,4.0,552.34,17.17,30.5,20.47
1963-09-01,72.85,2.21,3.96,30.7,4.08,566.9,17.2,30.82,20.96
1963-10-01,73.03,2.23,3.98,30.8,4.11,566.45,17.32,30.87,20.89
1963-11-01,72.62,2.26,4.0,30.8,4.12,563.27,17.5,31.03,20.72
1963-12-01,74.17,2.28,4.02,30.9,4.13,573.43,17.63,31.08,21.04
1964-01-01,76.45,2.3,4.07,30.9,4.17,591.06,17.76,31.49,21.63
1964-02-01,77.39,2.31,4.13,30.9,4.15,598.33,17.89,31.9,21.83
1964-03-01,78.8,2.33,4.18,30.9,4.22,609.23,18.01,32.32,22.17
1964-04-01,79.94,2.35,4.23,30.9,4.23,618.04,18.14,32.7,22.42
1964-05-01,80.72,2.36,4.28,30.9,4.2,624.07,18.27,33.09,22.57
1964-06-01,80.24,2.38,4.33,31.0,4.17,618.36,18.34,33.37,22.3
1964-07-01,83.22,2.4,4.38,31.1,4.19,639.26,18.44,33.62,22.98
1964-08-01,82.0,2.42,4.42,31.0,4.19,631.92,18.65,34.09,22.65
1964-09-01,83.41,2.44,4.47,31.1,4.2,640.72,18.74,34.34,22.89
1964-10-01,84.85,2.46,4.5,31.1,4.19,651.78,18.9,34.54,23.21
1964-11-01,85.44,2.48,4.52,31.2,4.15,654.21,18.99,34.64,23.23
1964-12-01,83.96,2.5,4.55,31.2,4.18,642.88,19.14,34.84,22.75
1965-01-01,86.12,2.52,4.59,31.2,4.19,659.42,19.27,35.17,23.27
1965-02-01,86.75,2.53,4.64,31.2,4.21,664.24,19.4,35.5,23.37
1965-03-01,86.83,2.55,4.68,31.3,4.21,662.73,19.46,35.72,23.25
1965-04-01,87.97,2.57,4.73,31.4,4.2,669.29,19.55,36.01,23.42
1965-05-01,89.28,2.59,4.79,31.4,4.21,679.26,19.71,36.42,23.71
1965-06-01,85.04,2.61,4.84,31.6,4.21,642.91,19.73,36.59,22.39
1965-07-01,84.91,2.63,4.89,31.6,4.2,641.92,19.86,36.94,22.3
1965-08-01,86.49,2.64,4.93,31.6,4.25,653.87,19.98,37.3,22.67
1965-09-01,89.38,2.66,4.98,31.6,4.29,675.72,20.11,37.65,23.37
1965-10-01,91.39,2.68,5.05,31.7,4.35,688.73,20.2,38.06,23.78
1965-11-01,92.15,2.7,5.12,31.7,4.45,694.46,20.35,38.59,23.93
1965-12-01,91.73,2.72,5.19,31.8,4.62,689.12,20.43,38.99,23.69
1966-01-01,93.32,2.74,5.24,31.8,4.61,701.07,20.58,39.37,24.06
1966-02-01,92.69,2.76,5.29,32.0,4.83,691.98,20.6,39.49,23.7
1966-03-01,88.88,2.78,5.34,32.1,4.87,661.47,20.69,39.74,22.61
1966-04-01,91.6,2.8,5.38,32.3,4.75,677.49,20.68,39.79,23.11
1966-05-01,86.78,2.81,5.42,32.3,4.78,641.84,20.81,40.09,21.85
1966-06-01,86.06,2.83,5.46,32.4,4.81,634.55,20.87,40.26,21.56
1966-07-01,85.84,2.85,5.48,32.5,5.02,630.98,20.95,40.26,21.38
1966-08-01,80.65,2.87,5.49,32.7,5.22,589.21,20.97,40.13,19.91
1966-09-01,77.81,2.89,5.51,32.7,5.18,568.46,21.11,40.25,19.16
1966-10-01,77.13,2.88,5.52,32.9,5.01,560.07,20.94,40.11,18.83
1966-11-01,80.99,2.88,5.54,32.9,5.16,588.1,20.89,40.2,19.71
1966-12-01,81.33,2.87,5.55,32.9,4.84,590.56,20.84,40.3,19.74
1967-01-01,84.45,2.88,5.52,32.9,4.58,613.22,20.91,40.06,20.43
1967-02-01,87.36,2.89,5.48,32.9,4.63,634.35,20.99,39.82,21.07
1967-03-01,89.42,2.9,5.45,33.0,4.54,647.34,20.99,39.45,21.44
1967-04-01,90.96,2.9,5.41,33.1,4.59,656.5,20.93,39.05,21.69
1967-05-01,92.59,2.9,5.37,33.2,4.85,666.25,20.87,38.64,21.95
1967-06-01,91.43,2.9,5.33,33.3,5.02,655.93,20.8,38.24,21.55
1967-07-01,93.01,2.91,5.32,33.4,5.16,665.27,20.79,38.05,21.8
1967-08-01,94.49,2.91,5.31,33.5,5.28,673.83,20.78,37.87,22.03
1967-09-01,95.81,2.92,5.3,33.6,5.3,681.21,20.76,37.68,22.22
1967-10-01,95.66,2.92,5.31,33.7,5.48,678.13,20.7,37.64,22.07
1967-11-01,92.66,2.92,5.32,33.8,5.75,654.92,20.64,37.6,21.26
1967-12-01,95.3,2.92,5.33,33.9,5.7,671.59,20.58,37.56,21.75
1968-01-01,95.04,2.93,5.37,34.1,5.53,665.83,20.53,37.6,21.51
1968-02-01,90.75,2.94,5.4,34.2,5.56,633.92,20.54,37.74,20.42
1968-03-01,89.09,2.95,5.44,34.3,5.74,620.51,20.55,37.89,19.93
1968-04-01,95.67,2.96,5.48,34.4,5.64,664.4,20.58,38.08,21.28
1968-05-01,97.87,2.98,5.53,34.5,5.87,677.71,20.61,38.27,21.63
1968-06-01,100.5,2.99,5.57,34.7,5.72,691.91,20.59,38.35,22.0
1968-07-01,100.3,3.0,5.6,34.9,5.5,686.57,20.56,38.33,21.75
1968-08-01,98.11,3.02,5.63,35.0,5.42,669.66,20.59,38.43,21.14
1968-09-01,101.3,3.03,5.66,35.1,5.46,689.47,20.62,38.52,21.68
1968-10-01,103.8,3.04,5.69,35.3,5.58,702.48,20.6,38.53,22.0
1968-11-01,105.4,3.06,5.73,35.4,5.7,711.29,20.63,38.65,22.2
1968-12-01,106.5,3.07,5.76,35.5,6.03,716.69,20.66,38.76,22.28
1969-01-01,102.0,3.08,5.78,35.6,6.04,684.48,20.67,38.79,21.19
1969-02-01,101.5,3.09,5.8,35.8,6.19,677.32,20.62,38.7,20.9
1969-03-01,99.3,3.1,5.82,36.1,6.3,657.13,20.51,38.51,20.2
1969-04-01,101.3,3.11,5.83,36.3,6.17,666.68,20.47,38.35,20.43
1969-05-01,104.6,3.12,5.83,36.4,6.32,686.5,20.48,38.28,20.97
1969-06-01,99.14,3.13,5.84,36.6,6.57,647.11,20.43,38.12,19.71
1969-07-01,94.71,3.14,5.86,36.8,6.72,614.84,20.36,38.02,18.68
1969-08-01,94.18,3.14,5.87,37.0,6.69,608.09,20.3,37.92,18.43
1969-09-01,94.51,3.15,5.89,37.1,7.16,608.58,20.28,37.93,18.4
1969-10-01,95.52,3.15,5.85,37.3,7.1,611.78,20.2,37.49,18.45
1969-11-01,96.21,3.16,5.82,37.5,7.14,612.92,20.11,37.06,18.44
1969-12-01,91.11,3.16,5.78,37.7,7.65,577.35,20.02,36.63,17.33
1970-01-01,90.31,3.16,5.73,37.8,7.79,570.76,19.99,36.21,17.09
1970-02-01,87.16,3.17,5.68,38.0,7.24,547.96,19.91,35.71,16.37
1970-03-01,88.65,3.17,5.63,38.2,7.07,554.41,19.82,35.21,16.53
1970-04-01,85.95,3.17,5.59,38.5,7.39,533.33,19.69,34.71,15.87
1970-05-01,76.06,3.18,5.56,38.6,7.91,470.74,19.66,34.39,13.98
1970-06-01,75.59,3.18,5.52,38.8,7.84,465.42,19.58,33.99,13.8
1970-07-01,75.72,3.18,5.47,39.0,7.46,463.83,19.5,33.49,13.73
1970-08-01,77.92,3.19,5.41,39.0,7.53,477.31,19.52,33.16,14.1
1970-09-01,82.58,3.19,5.36,39.2,7.39,503.27,19.44,32.67,14.84
1970-10-01,84.37,3.17,5.28,39.4,7.33,511.57,19.24,32.03,15.06
1970-11-01,84.28,3.16,5.21,39.6,6.84,508.44,19.04,31.41,14.95
1970-12-01,90.05,3.14,5.13,39.8,6.39,540.52,18.85,30.79,15.87
1971-01-01,93.49,3.13,5.16,39.8,6.24,561.17,18.79,30.97,16.46
1971-02-01,97.11,3.12,5.19,39.9,6.11,581.44,18.68,31.07,17.03
1971-03-01,99.6,3.11,5.22,40.0,5.7,594.86,18.57,31.18,17.4
1971-04-01,103.0,3.11,5.25,40.1,5.83,613.63,18.51,31.3,17.92
1971-05-01,101.6,3.1,5.29,40.3,6.39,602.28,18.4,31.34,17.56
1971-06-01,99.72,3.1,5.32,40.6,6.52,586.77,18.24,31.3,17.08
1971-07-01,99.0,3.1,5.36,40.7,6.73,581.1,18.18,31.44,16.89
1971-08-01,97.24,3.09,5.39,40.8,6.58,569.37,18.11,31.58,16.52
1971-09-01,99.4,3.09,5.43,40.8,6.14,582.02,18.09,31.79,16.86
1971-10-01,97.29,3.08,5.52,40.9,5.93,568.27,18.01,32.24,16.43
1971-11-01,92.78,3.08,5.61,40.9,5.81,541.93,17.97,32.77,15.64
1971-12-01,99.17,3.07,5.7,41.1,5.93,576.44,17.84,33.13,16.6
1972-01-01,103.3,3.07,5.74,41.1,5.95,600.44,17.84,33.34,17.26
1972-02-01,105.2,3.07,5.77,41.3,6.08,608.52,17.76,33.4,17.46
1972-03-01,107.7,3.07,5.81,41.4,6.07,621.48,17.72,33.53,17.81
1972-04-01,108.8,3.07,5.86,41.5,6.19,626.32,17.67,33.75,17.92
1972-05-01,107.7,3.07,5.92,41.6,6.13,618.49,17.63,33.98,17.66
1972-06-01,108.0,3.07,5.97,41.7,6.11,618.73,17.59,34.2,17.64
1972-07-01,107.2,3.07,6.03,41.9,6.11,611.21,17.52,34.36,17.4
1972-08-01,111.0,3.08,6.08,42.0,6.21,631.37,17.5,34.6,17.94
1972-09-01,109.4,3.08,6.14,42.1,6.55,620.79,17.48,34.84,17.61
1972-10-01,109.6,3.1,6.23,42.3,6.48,618.99,17.53,35.2,17.53
1972-11-01,115.1,3.13,6.33,42.4,6.28,648.52,17.62,35.65,18.34
1972-12-01,117.5,3.15,6.42,42.5,6.36,660.48,17.71,36.09,18.65
1973-01-01,118.4,3.16,6.55,42.6,6.46,663.98,17.7,36.71,18.71
1973-02-01,114.2,3.16,6.67,42.9,6.64,635.95,17.62,37.16,17.89
1973-03-01,112.4,3.17,6.8,43.3,6.71,620.14,17.49,37.52,17.41
1973-04-01,110.3,3.19,6.94,43.6,6.67,604.37,17.46,38.04,16.94
1973-05-01,107.2,3.2,7.09,43.9,6.85,583.37,17.43,38.56,16.31
1973-06-01,104.8,3.22,7.23,44.2,6.9,566.44,17.4,39.08,15.81
1973-07-01,105.8,3.24,7.38,44.3,7.13,570.55,17.45,39.82,15.89
1973-08-01,103.8,3.25,7.54,45.1,7.4,549.84,17.23,39.92,15.28
1973-09-01,105.6,3.27,7.69,45.2,7.09,558.13,17.28,40.64,15.48
1973-10-01,109.8,3.31,7.85,45.6,6.79,575.24,17.32,41.11,15.91
1973-11-01,102.0,3.34,8.0,45.9,6.73,530.88,17.4,41.66,14.65
1973-12-01,94.78,3.38,8.16,46.2,6.74,490.1,17.48,42.19,13.49
1974-01-01,96.11,3.4,8.23,46.6,6.99,492.71,17.43,42.17,13.53
1974-02-01,93.45,3.42,8.29,47.2,6.96,472.99,17.31,41.98,12.96
1974-03-01,97.44,3.44,8.36,47.8,7.21,486.99,17.19,41.78,13.31
1974-04-01,92.46,3.46,8.49,48.0,7.51,460.18,17.22,42.24,12.55
1974-05-01,89.67,3.48,8.61,48.6,7.58,440.78,17.11,42.34,12.0
1974-06-01,89.79,3.5,8.74,49.0,7.54,437.77,17.06,42.61,11.89
1974-07-01,79.31,3.53,8.86,49.4,7.81,383.54,17.07,42.86,10.39
1974-08-01,76.03,3.56,8.99,50.0,8.04,363.27,17.01,42.94,9.82
1974-09-01,68.12,3.59,9.11,50.6,8.04,321.61,16.95,43.01,8.68
1974-10-01,69.44,3.59,9.04,51.1,7.9,324.64,16.8,42.25,8.74
1974-11-01,71.74,3.6,8.96,51.5,7.68,332.79,16.68,41.58,8.95
1974-12-01,67.07,3.6,8.89,51.9,7.43,308.73,16.57,40.92,8.29
1975-01-01,72.56,3.62,8.74,52.1,7.5,332.71,16.61,40.09,8.92
1975-02-01,80.1,3.65,8.6,52.5,7.39,364.49,16.59,39.12,9.76
1975-03-01,83.78,3.67,8.45,52.7,7.73,379.79,16.64,38.31,10.16
1975-04-01,84.72,3.68,8.29,52.9,8.23,382.6,16.63,37.42,10.23
1975-05-01,90.1,3.7,8.12,53.2,8.06,404.6,16.6,36.48,10.82
1975-06-01,92.4,3.71,7.96,53.6,7.86,411.83,16.54,35.48,11.01
1975-07-01,92.49,3.71,7.89,54.2,8.06,407.67,16.35,34.79,10.9
1975-08-01,85.71,3.71,7.83,54.3,8.4,377.09,16.32,34.43,10.09
1975-09-01,84.67,3.71,7.76,54.6,8.43,370.47,16.23,33.95,9.92
1975-10-01,88.57,3.7,7.83,54.9,8.14,385.41,16.1,34.06,10.33
1975-11-01,90.07,3.69,7.89,55.3,8.05,389.11,15.94,34.1,10.44
1975-12-01,88.7,3.68,7.96,55.5,8.0,381.81,15.84,34.26,10.25
1976-01-01,96.86,3.68,8.19,55.6,7.74,416.18,15.83,35.2,11.19
1976-02-01,100.6,3.69,8.43,55.8,7.79,430.7,15.78,36.08,11.59
1976-03-01,101.1,3.69,8.66,55.9,7.73,432.07,15.77,37.01,11.63
1976-04-01,101.9,3.71,8.86,56.1,7.56,433.93,15.81,37.72,11.69
1976-05-01,101.2,3.74,9.05,56.5,7.9,427.9,15.8,38.28,11.53
1976-06-01,101.8,3.76,9.25,56.8,7.86,428.17,15.81,38.91,11.54
1976-07-01,104.2,3.79,9.35,57.1,7.83,435.96,15.86,39.12,11.76
1976-08-01,103.3,3.82,9.45,57.4,7.77,429.93,15.9,39.33,11.6
1976-09-01,105.5,3.85,9.55,57.6,7.59,437.56,15.97,39.61,11.81
1976-10-01,101.9,3.92,9.67,57.9,7.41,420.44,16.16,39.9,11.35
1976-11-01,101.2,3.98,9.79,58.0,7.29,416.84,16.41,40.32,11.25
1976-12-01,104.7,4.05,9.91,58.2,6.87,429.77,16.62,40.68,11.6
1977-01-01,103.8,4.1,9.97,58.5,7.21,423.89,16.73,40.7,11.44
1977-02-01,101.0,4.14,10.02,59.1,7.39,408.27,16.75,40.52,11.01
1977-03-01,100.6,4.19,10.08,59.5,7.46,403.92,16.82,40.47,10.9
1977-04-01,99.05,4.25,10.19,60.0,7.37,394.38,16.91,40.59,10.64
1977-05-01,98.76,4.3,10.31,60.3,7.46,391.27,17.05,40.83,10.55
1977-06-01,99.29,4.36,10.42,60.7,7.28,390.78,17.16,41.01,10.53
1977-07-01,100.2,4.41,10.52,61.0,7.33,392.42,17.26,41.19,10.57
1977-08-01,97.75,4.45,10.61,61.2,7.4,381.57,17.38,41.43,10.27
1977-09-01,96.23,4.5,10.71,61.4,7.34,374.42,17.51,41.67,10.07
1977-10-01,93.74,4.56,10.77,61.6,7.52,363.54,17.67,41.77,9.77
1977-11-01,94.28,4.61,10.83,61.9,7.58,363.87,17.8,41.8,9.77
1977-12-01,93.82,4.67,10.89,62.1,7.69,360.92,17.97,41.89,9.68
1978-01-01,90.25,4.71,10.9,62.5,7.96,344.97,18.02,41.66,9.24
1978-02-01,88.98,4.76,10.91,62.9,8.03,337.95,18.07,41.44,9.05
1978-03-01,88.82,4.8,10.92,63.4,8.04,334.68,18.09,41.15,8.95
1978-04-01,92.71,4.84,11.02,63.9,8.15,346.61,18.08,41.21,9.26
1978-05-01,97.41,4.87,11.13,64.5,8.35,360.79,18.05,41.21,9.63
1978-06-01,97.66,4.91,11.23,65.2,8.46,357.83,17.99,41.15,9.55
1978-07-01,97.19,4.95,11.34,65.7,8.64,353.4,17.99,41.25,9.43
1978-08-01,103.9,4.98,11.46,66.0,8.41,376.08,18.04,41.47,10.02
1978-09-01,103.9,5.02,11.57,66.5,8.42,373.26,18.03,41.56,9.94
1978-10-01,100.6,5.04,11.82,67.1,8.64,358.17,17.93,42.09,9.53
1978-11-01,94.71,5.05,12.08,67.4,8.81,335.7,17.91,42.81,8.93
1978-12-01,96.11,5.07,12.33,67.7,9.01,339.15,17.89,43.51,9.01
1979-01-01,99.71,5.11,12.65,68.3,9.1,348.76,17.89,44.26,9.26
1979-02-01,98.23,5.16,12.98,69.1,9.1,339.61,17.83,44.86,9.0
1979-03-01,100.1,5.2,13.3,69.8,9.12,342.6,17.8,45.52,9.07
1979-04-01,102.1,5.25,13.53,70.6,9.18,345.49,17.75,45.77,9.13
1979-05-01,99.73,5.29,13.75,71.5,9.25,333.22,17.69,45.95,8.79
1979-06-01,101.7,5.34,13.98,72.3,8.91,336.04,17.64,46.19,8.85
1979-07-01,102.7,5.4,14.2,73.1,8.95,335.63,17.64,46.4,8.83
1979-08-01,107.4,5.45,14.41,73.8,9.03,347.66,17.65,46.66,9.13
1979-09-01,108.6,5.51,14.63,74.6,9.33,347.78,17.65,46.85,9.11
1979-10-01,104.5,5.56,14.71,75.2,10.3,331.98,17.65,46.72,8.68
1979-11-01,103.7,5.6,14.78,75.9,10.65,326.4,17.64,46.53,8.52
1979-12-01,107.8,5.65,14.86,76.7,10.39,335.77,17.6,46.28,8.75
1980-01-01,110.9,5.7,15.0,77.8,10.8,340.54,17.5,46.07,8.85
1980-02-01,115.3,5.75,15.15,78.9,12.41,349.11,17.41,45.86,9.05
1980-03-01,104.7,5.8,15.29,80.1,12.75,312.27,17.3,45.6,8.08
1980-04-01,103.0,5.85,15.17,81.0,11.47,303.78,17.24,44.75,7.84
1980-05-01,107.7,5.89,15.06,81.8,10.18,314.54,17.21,43.97,8.1
1980-06-01,114.6,5.94,14.94,82.7,9.78,331.05,17.16,43.16,8.51
1980-07-01,119.8,5.98,14.84,82.7,10.25,346.07,17.28,42.87,8.88
1980-08-01,123.5,6.03,14.74,83.3,11.1,354.19,17.28,42.27,9.07
1980-09-01,126.5,6.07,14.64,84.0,11.51,359.77,17.26,41.64,9.2
1980-10-01,130.2,6.1,14.7,84.8,11.75,366.8,17.18,41.41,9.36
1980-11-01,135.7,6.13,14.76,85.5,12.68,379.16,17.13,41.24,9.65
1980-12-01,133.5,6.16,14.82,86.3,12.84,369.56,17.05,41.03,9.39
1981-01-01,133.0,6.2,14.74,87.0,12.57,365.21,17.02,40.48,9.26
1981-02-01,128.4,6.24,14.66,87.9,13.19,348.97,16.96,39.84,8.83
1981-03-01,133.2,6.28,14.58,88.5,13.12,359.56,16.95,39.36,9.08
1981-04-01,134.4,6.32,14.72,89.1,13.68,360.36,16.94,39.48,9.09
1981-05-01,131.7,6.35,14.87,89.8,14.1,350.37,16.9,39.55,8.82
1981-06-01,132.3,6.39,15.01,90.6,13.47,348.85,16.85,39.58,8.77
1981-07-01,129.1,6.43,15.1,91.6,14.28,336.7,16.78,39.37,8.45
1981-08-01,129.6,6.48,15.18,92.3,14.94,335.44,16.76,39.3,8.4
1981-09-01,118.3,6.52,15.27,93.2,15.32,303.24,16.71,39.14,7.58
1981-10-01,119.8,6.56,15.3,93.4,15.15,306.42,16.77,39.13,7.65
1981-11-01,122.9,6.59,15.33,93.7,13.39,313.35,16.81,39.09,7.81
1981-12-01,123.8,6.63,15.36,94.0,13.72,314.63,16.85,39.04,7.83
1982-01-01,117.3,6.66,15.18,94.3,14.59,297.17,16.87,38.45,7.39
1982-02-01,114.5,6.69,14.99,94.6,14.43,289.15,16.89,37.86,7.18
1982-03-01,110.8,6.72,14.81,94.5,13.86,280.1,16.99,37.44,6.95
1982-04-01,116.3,6.75,14.6,94.9,13.87,292.77,16.99,36.75,7.26
1982-05-01,116.4,6.78,14.38,95.8,13.62,290.27,16.91,35.87,7.19
1982-06-01,109.7,6.81,14.17,97.0,14.3,270.18,16.77,34.9,6.69
1982-07-01,109.4,6.82,13.97,97.5,13.95,268.06,16.72,34.22,6.64
1982-08-01,109.7,6.84,13.76,97.7,13.06,268.24,16.72,33.65,6.64
1982-09-01,122.4,6.85,13.56,97.9,12.34,298.68,16.72,33.09,7.4
1982-10-01,132.7,6.86,13.25,98.2,10.91,322.83,16.68,32.24,8.0
1982-11-01,138.1,6.86,12.95,98.0,10.55,336.65,16.73,31.56,8.35
1982-12-01,139.4,6.87,12.64,97.6,10.54,341.21,16.82,30.94,8.47
1983-01-01,144.3,6.88,12.57,97.8,10.46,352.48,16.81,30.7,8.76
1983-02-01,146.8,6.9,12.49,97.9,10.72,358.22,16.83,30.49,8.91
1983-03-01,151.9,6.91,12.42,97.9,10.51,370.67,16.86,30.31,9.23
1983-04-01,157.7,6.92,12.48,98.6,10.4,382.09,16.77,30.23,9.53
1983-05-01,164.1,6.93,12.53,99.2,10.38,395.19,16.69,30.18,9.87
1983-06-01,166.4,6.94,12.59,99.5,10.85,399.52,16.66,30.23,10.0
1983-07-01,167.0,6.96,12.83,99.9,11.38,399.36,16.64,30.67,10.01
1983-08-01,162.4,6.98,13.06,100.2,11.85,387.2,16.64,31.15,9.73
1983-09-01,167.2,7.0,13.3,100.7,11.65,396.66,16.61,31.55,9.98
1983-10-01,167.7,7.03,13.54,101.0,11.54,396.66,16.63,32.03,10.0
1983-11-01,165.2,7.06,13.79,101.2,11.69,389.98,16.67,32.55,9.85
1983-12-01,164.4,7.09,14.03,101.3,11.83,387.71,16.72,33.09,9.82
1984-01-01,166.4,7.12,14.44,101.9,11.67,390.11,16.69,33.85,9.89
1984-02-01,157.3,7.15,14.85,102.4,11.84,366.98,16.68,34.64,9.32
1984-03-01,157.4,7.18,15.26,102.6,12.32,366.5,16.72,35.53,9.33
1984-04-01,157.6,7.22,15.57,103.1,12.63,365.18,16.74,36.09,9.31
1984-05-01,156.6,7.27,15.89,103.4,13.41,361.81,16.79,36.7,9.23
1984-06-01,153.1,7.31,16.2,103.7,13.56,352.7,16.84,37.32,9.01
1984-07-01,151.1,7.33,16.32,104.1,13.36,346.76,16.83,37.45,8.87
1984-08-01,164.4,7.36,16.44,104.5,12.72,375.84,16.82,37.58,9.62
1984-09-01,166.1,7.38,16.56,105.0,12.52,377.91,16.79,37.68,9.69
1984-10-01,164.8,7.43,16.59,105.3,12.16,373.89,16.86,37.63,9.6
1984-11-01,166.3,7.48,16.61,105.3,11.57,377.29,16.97,37.69,9.69
1984-12-01,164.5,7.53,16.64,105.3,11.5,373.21,17.08,37.75,9.6
1985-01-01,171.6,7.57,16.56,105.5,11.38,388.58,17.15,37.49,10.0
1985-02-01,180.9,7.62,16.47,106.0,11.51,407.7,17.17,37.13,10.49
1985-03-01,179.4,7.66,16.39,106.4,11.86,402.8,17.2,36.8,10.37
1985-04-01,180.6,7.69,16.13,106.9,11.43,403.6,17.18,36.05,10.4
1985-05-01,184.9,7.71,15.87,107.3,10.85,411.67,17.17,35.33,10.61
1985-06-01,188.9,7.74,15.61,107.6,10.16,419.4,17.18,34.66,10.81
1985-07-01,192.5,7.77,15.48,107.8,10.31,426.6,17.23,34.31,11.0
1985-08-01,188.3,7.81,15.36,108.0,10.33,416.52,17.27,33.97,10.74
1985-09-01,184.1,7.84,15.23,108.3,10.37,406.1,17.29,33.6,10.47
1985-10-01,186.2,7.86,15.02,108.7,10.24,409.23,17.27,33.02,10.55
1985-11-01,197.5,7.88,14.82,109.0,9.78,432.87,17.27,32.47,11.16
1985-12-01,207.3,7.9,14.61,109.3,9.26,453.1,17.27,31.93,11.69
