Date,SP500,Dividend,Earnings,Consumer Price Index,Long Interest Rate,Real Price,Real Dividend,Real Earnings,PE10
1986-01-01,208.2,7.94,14.58,109.6,9.19,453.82,17.31,31.78,11.72
1986-02-01,219.4,7.98,14.55,109.3,8.7,479.54,17.44,31.8,12.39
1986-03-01,232.3,8.02,14.52,108.8,7.78,510.07,17.61,31.88,13.19
1986-04-01,238.0,8.05,14.58,108.6,7.3,523.55,17.7,32.08,13.55
1986-05-01,238.5,8.07,14.65,108.9,7.71,523.21,17.71,32.13,13.56
1986-06-01,245.3,8.1,14.71,109.5,7.8,535.17,17.67,32.09,13.89
1986-07-01,240.2,8.14,14.76,109.5,7.3,524.05,17.77,32.19,13.62
1986-08-01,245.0,8.19,14.8,109.7,7.17,533.55,17.83,32.24,13.89
1986-09-01,238.3,8.23,14.85,110.2,7.45,516.6,17.84,32.19,13.47
1986-10-01,237.4,8.25,14.73,110.3,7.43,514.18,17.86,31.9,13.43
1986-11-01,245.1,8.26,14.6,110.4,7.25,530.38,17.88,31.6,13.87
1986-12-01,248.6,8.28,14.48,110.5,7.11,537.47,17.9,31.31,14.09
1987-01-01,264.5,8.3,14.69,111.2,7.08,568.24,17.83,31.55,14.92
1987-02-01,280.9,8.32,14.89,111.6,7.25,601.31,17.81,31.88,15.82
1987-03-01,292.5,8.34,15.1,112.1,7.25,623.35,17.77,32.18,16.43
1987-04-01,289.3,8.4,14.87,112.7,8.02,613.25,17.81,31.53,16.2
1987-05-01,289.1,8.46,14.65,113.1,8.61,610.66,17.87,30.94,16.16
1987-06-01,301.4,8.52,14.42,113.5,8.4,634.39,17.93,30.35,16.83
1987-07-01,310.1,8.57,14.9,113.8,8.45,650.99,17.98,31.28,17.31
1987-08-01,329.4,8.61,15.38,114.4,8.76,687.88,17.99,32.12,18.33
1987-09-01,318.7,8.66,15.86,115.0,9.42,662.06,17.99,32.95,17.68
1987-10-01,280.2,8.71,16.41,115.3,9.52,580.57,18.05,33.99,15.53
1987-11-01,245.0,8.76,16.95,115.4,8.86,507.19,18.13,35.1,13.59
1987-12-01,241.0,8.81,17.5,115.4,8.99,498.91,18.24,36.23,13.39
1988-01-01,250.5,8.86,17.86,115.7,8.67,517.23,18.29,36.88,13.9
1988-02-01,258.1,8.9,18.23,116.0,8.21,531.55,18.34,37.54,14.3
1988-03-01,265.7,8.95,18.59,116.5,8.37,544.85,18.35,38.12,14.67
1988-04-01,262.6,9.04,19.62,117.1,8.72,535.73,18.45,40.02,14.43
1988-05-01,256.1,9.14,20.64,117.5,9.09,520.7,18.58,41.97,14.03
1988-06-01,270.7,9.23,21.67,118.0,8.92,548.05,18.69,43.87,14.77
1988-07-01,269.1,9.31,22.02,118.5,9.06,542.51,18.76,44.4,14.61
1988-08-01,263.7,9.38,22.38,119.0,9.26,529.39,18.84,44.92,14.24
1988-09-01,268.0,9.46,22.73,119.8,8.98,534.43,18.86,45.33,14.37
1988-10-01,277.4,9.55,23.07,120.2,8.8,551.33,18.98,45.86,14.81
1988-11-01,271.0,9.64,23.42,120.3,8.96,538.17,19.14,46.5,14.45
1988-12-01,276.5,9.75,23.75,120.5,9.11,548.18,19.33,47.09,14.7
1989-01-01,285.4,9.81,24.16,121.1,9.09,563.02,19.36,47.66,15.09
1989-02-01,294.0,9.9,24.56,121.6,9.17,577.6,19.44,48.25,15.47
1989-03-01,292.7,10.01,24.96,122.3,9.36,571.75,19.55,48.76,15.3
1989-04-01,302.3,10.09,25.05,123.1,9.18,586.67,19.58,48.61,15.69
1989-05-01,313.9,10.19,25.13,123.8,8.86,605.74,19.67,48.5,16.19
1989-06-01,323.7,10.37,25.22,124.1,8.28,623.14,19.96,48.55,16.64
1989-07-01,331.9,10.42,24.71,124.4,8.02,637.38,20.02,47.45,17.01
1989-08-01,346.6,10.55,24.2,124.6,8.11,664.54,20.22,46.4,17.73
1989-09-01,347.3,10.73,23.69,125.0,8.19,663.75,20.51,45.28,17.71
1989-10-01,347.4,10.8,23.43,125.6,8.01,660.77,20.54,44.56,17.64
1989-11-01,340.2,10.92,23.16,125.9,7.87,645.54,20.73,43.95,17.24
1989-12-01,348.6,11.06,22.87,126.1,7.84,660.43,20.95,43.33,17.65
1990-01-01,339.97,11.14,22.49,127.4,8.21,637.5,20.89,42.17,17.05
1990-02-01,330.45,11.23,22.08,128.0,8.47,616.75,20.96,41.21,16.51
1990-03-01,338.46,11.32,21.67,128.7,8.59,628.26,21.01,40.22,16.83
1990-04-01,338.18,11.44,21.53,128.9,8.79,626.77,21.2,39.91,16.81
1990-05-01,350.25,11.55,21.4,129.2,8.76,647.63,21.36,39.56,17.39
1990-06-01,360.39,11.66,21.26,129.9,8.48,662.79,21.44,39.1,17.82
1990-07-01,360.03,11.73,21.42,130.4,8.47,659.59,21.48,39.24,17.75
1990-08-01,330.75,11.78,21.58,131.6,8.75,600.42,21.39,39.17,16.17
1990-09-01,315.41,11.83,21.74,132.7,8.89,567.83,21.3,39.14,15.3
1990-10-01,307.12,11.93,21.61,133.5,8.72,549.59,21.34,38.67,14.82
1990-11-01,315.29,12.01,21.47,133.8,8.39,562.95,21.45,38.34,15.19
1990-12-01,328.75,12.09,21.34,133.8,8.08,586.98,21.59,38.1,15.85
1991-01-01,325.49,12.11,21.18,134.6,8.09,577.7,21.49,37.6,15.61
1991-02-01,362.26,12.11,21.03,134.8,7.85,642.01,21.47,37.26,17.35
1991-03-01,372.28,12.11,20.94,135.0,8.11,658.79,21.43,37.06,17.82
1991-04-01,379.68,12.13,20.36,135.2,8.04,670.89,21.43,35.98,18.16
1991-05-01,377.99,12.14,19.86,135.6,8.07,665.94,21.39,34.98,18.04
1991-06-01,378.29,12.15,19.41,136.0,8.28,664.5,21.34,34.1,18.02
1991-07-01,380.23,12.19,18.84,136.2,8.27,666.93,21.39,33.05,18.1
1991-08-01,389.4,12.24,18.33,136.6,7.9,681.02,21.4,32.06,18.51
1991-09-01,387.2,12.28,17.82,137.2,7.65,674.21,21.38,31.03,18.36
1991-10-01,386.88,12.25,17.2,137.4,7.53,672.67,21.3,29.91,18.35
1991-11-01,385.92,12.23,16.59,137.8,7.42,669.05,21.2,28.76,18.29
1991-12-01,388.51,12.2,15.97,137.9,7.09,673.05,21.14,27.67,18.44
1992-01-01,416.08,12.24,16.05,138.1,7.03,719.77,21.17,27.76,19.77
1992-02-01,412.56,12.28,16.12,138.6,7.34,711.11,21.17,27.79,19.58
1992-03-01,407.36,12.32,16.19,139.3,7.54,698.62,21.13,27.77,19.28
1992-04-01,407.41,12.32,16.48,139.5,7.48,697.7,21.1,28.23,19.3
1992-05-01,414.81,12.32,16.77,139.7,7.39,709.36,21.07,28.67,19.66
1992-06-01,408.27,12.32,17.05,140.2,7.26,695.68,20.99,29.05,19.32
1992-07-01,415.05,12.34,17.38,140.5,6.84,705.73,20.99,29.55,19.62
1992-08-01,417.93,12.37,17.71,140.9,6.59,708.61,20.97,30.03,19.72
1992-09-01,418.48,12.4,18.04,141.3,6.42,707.53,20.96,30.5,19.71
1992-10-01,412.5,12.39,18.39,141.8,6.59,694.96,20.87,30.98,19.37
1992-11-01,422.84,12.38,18.74,142.0,6.87,711.38,20.83,31.53,19.83
1992-12-01,435.64,12.39,19.09,141.9,6.77,733.43,20.86,32.14,20.45
1993-01-01,435.23,12.41,19.34,142.6,6.6,729.14,20.8,32.4,20.32
1993-02-01,441.7,12.45,19.59,143.1,6.26,737.39,20.78,32.7,20.55
1993-03-01,450.16,12.48,19.84,143.6,5.98,748.9,20.76,33.01,20.86
1993-04-01,443.08,12.49,19.67,144.0,5.97,735.08,20.73,32.63,20.46
1993-05-01,445.25,12.51,19.5,144.2,6.04,737.65,20.72,32.31,20.52
1993-06-01,448.06,12.52,19.33,144.4,5.96,741.28,20.71,31.98,20.61
1993-07-01,447.29,12.52,19.69,144.4,5.81,740.0,20.71,32.58,20.56
1993-08-01,454.13,12.52,20.05,144.8,5.68,749.24,20.66,33.08,20.81
1993-09-01,459.24,12.52,20.41,145.1,5.36,756.11,20.61,33.6,20.99
1993-10-01,463.9,12.54,20.9,145.7,5.33,760.64,20.56,34.27,21.11
1993-11-01,462.89,12.56,21.39,145.8,5.72,758.46,20.58,35.05,21.04
1993-12-01,465.95,12.58,21.89,145.8,5.77,763.47,20.61,35.87,21.16
1994-01-01,472.99,12.62,22.16,146.2,5.75,772.89,20.63,36.21,21.41
1994-02-01,471.58,12.67,22.43,146.7,5.97,767.96,20.63,36.53,21.26
1994-03-01,463.81,12.71,22.71,147.2,6.48,752.74,20.63,36.86,20.83
1994-04-01,447.23,12.75,23.54,147.4,6.97,724.85,20.67,38.15,20.06
1994-05-01,450.9,12.8,24.37,147.5,7.18,730.3,20.73,39.47,20.2
1994-06-01,454.83,12.84,25.2,148.0,7.1,734.17,20.73,40.68,20.29
1994-07-01,451.4,12.87,25.91,148.4,7.3,726.67,20.72,41.71,20.07
1994-08-01,464.24,12.9,26.62,149.0,7.24,744.33,20.68,42.68,20.54
1994-09-01,466.96,12.92,27.33,149.4,7.46,746.69,20.66,43.7,20.58
1994-10-01,463.81,13.01,28.42,149.5,7.74,741.16,20.79,45.41,20.4
1994-11-01,461.01,13.1,29.51,149.7,7.96,735.7,20.9,47.09,20.21
1994-12-01,455.19,13.17,30.6,149.7,7.81,726.41,21.02,48.83,19.91
1995-01-01,465.25,13.18,31.25,150.3,7.78,739.5,20.95,49.67,20.22
1995-02-01,481.92,13.18,31.9,150.9,7.47,762.95,20.87,50.5,20.8
1995-03-01,493.15,13.17,32.55,151.4,7.2,778.15,20.78,51.36,21.15
1995-04-01,507.91,13.24,33.18,151.9,7.06,798.81,20.83,52.18,21.64
1995-05-01,523.81,13.31,33.8,152.2,6.63,822.19,20.89,53.06,22.2
1995-06-01,539.35,13.36,34.43,152.5,6.17,844.91,20.93,53.94,22.72
1995-07-01,557.37,13.44,34.68,152.5,6.28,873.14,21.05,54.33,23.38
1995-08-01,559.11,13.51,34.93,152.9,6.49,873.58,21.11,54.58,23.28
1995-09-01,578.77,13.58,35.18,153.2,6.2,902.53,21.18,54.86,23.95
1995-10-01,582.92,13.65,34.77,153.7,6.04,906.04,21.22,54.05,23.93
1995-11-01,595.53,13.72,34.37,153.6,5.93,926.24,21.34,53.45,24.35
1995-12-01,614.57,13.79,33.96,153.5,5.71,956.48,21.46,52.85,25.03
1996-01-01,614.42,13.89,33.99,154.4,5.65,950.67,21.5,52.59,24.76
1996-02-01,649.54,14.0,34.01,154.9,5.81,1001.77,21.59,52.46,25.98
1996-03-01,647.07,14.1,34.04,155.7,6.27,992.83,21.63,52.23,25.63
1996-04-01,647.17,14.16,34.33,156.3,6.51,989.17,21.64,52.47,25.42
1996-05-01,661.23,14.21,34.62,156.6,6.74,1008.73,21.68,52.81,25.81
1996-06-01,668.5,14.27,34.91,156.7,6.91,1019.16,21.76,53.22,25.97
1996-07-01,644.07,14.4,35.27,157.0,6.87,980.04,21.91,53.67,24.86
1996-08-01,662.68,14.53,35.64,157.3,6.64,1006.44,22.07,54.12,25.41
1996-09-01,674.88,14.66,36.0,157.8,6.83,1021.72,22.19,54.5,25.68
1996-10-01,701.46,14.74,36.91,158.3,6.53,1058.61,22.24,55.7,26.48
1996-11-01,735.67,14.82,37.82,158.6,6.2,1108.13,22.32,56.97,27.59
1996-12-01,743.25,14.9,38.73,158.6,6.3,1119.55,22.44,58.34,27.72
1997-01-01,766.22,14.95,39.23,159.1,6.58,1150.52,22.45,58.91,28.33
1997-02-01,798.39,15.01,39.74,159.6,6.42,1195.07,22.46,59.48,29.27
1997-03-01,792.16,15.06,40.24,160.0,6.69,1182.78,22.49,60.08,28.8
1997-04-01,763.93,15.09,40.34,160.2,6.89,1139.21,22.51,60.16,27.59
1997-05-01,833.09,15.13,40.45,160.1,6.71,1243.12,22.57,60.35,29.93
1997-06-01,876.29,15.16,40.55,160.3,6.49,1305.95,22.59,60.43,31.26
1997-07-01,925.29,15.22,40.58,160.5,6.22,1377.26,22.65,60.4,32.77
1997-08-01,927.24,15.27,40.61,160.8,6.3,1377.58,22.69,60.33,32.59
1997-09-01,937.02,15.33,40.64,161.2,6.21,1388.66,22.72,60.23,32.67
1997-10-01,951.16,15.39,40.33,161.6,6.03,1406.13,22.75,59.63,32.9
1997-11-01,938.92,15.44,40.03,161.5,5.88,1388.89,22.84,59.21,32.34
1997-12-01,962.37,15.5,39.72,161.3,5.81,1425.34,22.96,58.83,33.03
1998-01-01,963.36,15.55,39.66,161.6,5.54,1424.16,22.99,58.63,32.86
1998-02-01,1023.74,15.6,39.6,161.9,5.57,1510.62,23.02,58.43,34.71
1998-03-01,1076.83,15.64,39.54,162.2,5.65,1586.02,23.04,58.24,36.3
1998-04-01,1112.2,15.75,39.35,162.5,5.64,1635.09,23.15,57.85,37.28
1998-05-01,1108.42,15.85,39.16,162.8,5.65,1626.53,23.26,57.46,36.96
1998-06-01,1108.39,15.95,38.97,163.0,5.5,1624.49,23.38,57.12,36.8
1998-07-01,1156.58,16.02,38.68,163.2,5.46,1693.04,23.45,56.62,38.26
1998-08-01,1074.62,16.08,38.38,163.4,5.34,1571.14,23.51,56.12,35.42
1998-09-01,1020.64,16.14,38.09,163.6,4.81,1490.39,23.57,55.62,33.53
1998-10-01,1032.47,16.17,37.96,164.0,4.53,1503.99,23.55,55.3,33.77
1998-11-01,1144.43,16.18,37.84,164.0,4.83,1667.08,23.57,55.12,37.37
1998-12-01,1190.05,16.2,37.71,163.9,4.65,1734.6,23.61,54.97,38.82
1999-01-01,1248.77,16.28,37.93,164.3,4.72,1815.75,23.68,55.16,40.58
1999-02-01,1246.58,16.37,38.16,164.5,5.0,1810.37,23.77,55.41,40.4
1999-03-01,1281.66,16.45,38.38,165.0,5.23,1855.67,23.82,55.57,41.36
1999-04-01,1334.76,16.45,39.26,166.2,5.18,1918.6,23.65,56.43,42.7
1999-05-01,1332.07,16.45,40.14,166.2,5.54,1914.73,23.65,57.7,42.56
1999-06-01,1322.55,16.45,41.02,166.2,5.9,1901.05,23.65,58.96,42.18
1999-07-01,1380.99,16.51,42.0,166.7,5.79,1979.1,23.67,60.19,43.83
1999-08-01,1327.49,16.58,42.98,167.1,5.94,1897.87,23.7,61.45,41.93
1999-09-01,1318.17,16.64,43.96,167.9,5.92,1875.57,23.68,62.55,41.32
1999-10-01,1300.01,16.66,45.36,168.2,6.11,1846.43,23.66,64.43,40.55
1999-11-01,1391.0,16.67,46.77,168.3,6.03,1974.49,23.67,66.38,43.21
1999-12-01,1428.68,16.69,48.17,168.3,6.28,2027.98,23.69,68.38,44.2
2000-01-01,1425.59,16.71,49.1,168.8,6.66,2017.6,23.65,69.49,43.77
2000-02-01,1388.87,16.74,50.02,169.8,6.52,1954.05,23.55,70.38,42.19
2000-03-01,1442.21,16.76,50.95,171.2,6.26,2012.5,23.39,71.1,43.22
2000-04-01,1461.36,16.74,51.27,171.3,5.99,2038.04,23.35,71.51,43.53
2000-05-01,1418.48,16.72,51.6,171.5,6.44,1975.93,23.29,71.87,41.97
2000-06-01,1461.96,16.7,51.92,172.4,6.1,2025.86,23.14,71.95,42.78
2000-07-01,1473.0,16.58,52.51,172.8,6.05,2036.44,22.93,72.6,42.76
2000-08-01,1485.46,16.47,53.11,172.8,5.83,2053.66,22.77,73.42,42.87
2000-09-01,1468.05,16.35,53.7,173.7,5.8,2019.08,22.49,73.86,41.9
2000-10-01,1390.14,16.32,52.47,174.0,5.74,1908.63,22.41,72.04,39.37
2000-11-01,1378.04,16.3,51.23,174.1,5.72,1890.93,22.36,70.3,38.78
2000-12-01,1330.93,16.27,50.0,174.0,5.24,1827.33,22.34,68.65,37.27
2001-01-01,1335.63,16.17,48.48,175.1,5.16,1822.27,22.06,66.14,36.98
2001-02-01,1305.75,16.07,46.96,175.8,5.1,1774.41,21.84,63.81,35.83
2001-03-01,1185.85,15.97,45.44,176.2,4.89,1607.81,21.65,61.61,32.33
2001-04-01,1189.84,15.88,42.56,176.9,5.14,1606.84,21.44,57.47,32.17
2001-05-01,1270.37,15.78,39.67,177.7,5.39,1707.87,21.22,53.34,34.07
2001-06-01,1238.71,15.69,36.79,178.0,5.28,1662.5,21.06,49.38,33.07
2001-07-01,1204.45,15.71,33.96,177.5,5.24,1621.07,21.14,45.71,32.16
2001-08-01,1178.5,15.72,31.14,177.5,4.97,1586.15,21.16,41.91,31.4
2001-09-01,1044.64,15.74,28.31,178.3,4.73,1399.68,21.09,37.93,27.67
2001-10-01,1076.59,15.74,27.1,177.7,4.57,1447.35,21.16,36.44,28.58
2001-11-01,1129.68,15.74,25.9,177.4,4.65,1521.3,21.2,34.87,30.01
2001-12-01,1144.93,15.74,24.69,176.7,5.09,1547.94,21.28,33.38,30.5
2002-01-01,1140.21,15.74,24.69,177.1,5.04,1538.08,21.23,33.31,30.28
2002-02-01,1100.67,15.73,24.7,177.8,4.91,1478.9,21.14,33.18,29.09
2002-03-01,1153.79,15.73,24.7,178.8,5.28,1541.6,21.02,33.0,30.29
2002-04-01,1111.93,15.83,25.38,179.8,5.21,1477.41,21.04,33.72,29.01
2002-05-01,1079.25,15.94,26.06,179.8,5.16,1433.98,21.17,34.63,28.13
2002-06-01,1014.02,16.04,26.74,179.9,4.93,1346.57,21.3,35.51,26.39
2002-07-01,903.59,15.96,27.84,180.1,4.65,1198.59,21.17,36.93,23.46
2002-08-01,912.55,15.88,28.94,180.7,4.26,1206.45,20.99,38.26,23.59
2002-09-01,867.81,15.8,30.04,181.0,3.87,1145.4,20.85,39.65,22.37
2002-10-01,854.63,15.89,29.22,181.3,3.94,1126.14,20.94,38.51,21.96
2002-11-01,909.93,15.98,28.41,181.3,4.05,1199.01,21.06,37.43,23.35
2002-12-01,899.18,16.07,27.59,180.9,4.03,1187.46,21.22,36.44,23.1
2003-01-01,895.84,16.12,28.5,181.7,4.05,1177.84,21.19,37.47,22.9
2003-02-01,837.03,16.17,29.41,183.1,3.9,1092.11,21.1,38.37,21.21
2003-03-01,846.63,16.22,30.32,184.2,3.81,1098.03,21.04,39.32,21.31
2003-04-01,890.03,16.2,31.73,183.8,3.96,1156.83,21.06,41.24,22.43
2003-05-01,935.96,16.19,33.14,183.5,3.57,1218.52,21.07,43.14,23.59
2003-06-01,988.0,16.17,34.55,183.7,3.33,1284.87,21.03,44.93,24.83
2003-07-01,992.54,16.31,35.89,183.9,3.98,1289.37,21.19,46.63,24.87
2003-08-01,989.53,16.45,37.24,184.6,4.45,1280.59,21.29,48.19,24.64
2003-09-01,1019.44,16.59,38.58,185.2,4.27,1315.02,21.4,49.77,25.24
2003-10-01,1038.73,16.86,41.97,185.0,4.29,1341.35,21.77,54.19,25.68
2003-11-01,1049.9,17.12,45.35,184.5,4.3,1359.45,22.17,58.73,25.95
2003-12-01,1080.64,17.39,48.74,184.3,4.27,1400.77,22.54,63.18,26.64
2004-01-01,1132.52,17.6,49.83,185.2,4.15,1460.89,22.7,64.27,27.66
2004-02-01,1143.36,17.81,50.91,186.2,4.08,1466.95,22.85,65.32,27.65
2004-03-01,1123.98,18.02,52.0,187.4,3.83,1432.85,22.97,66.29,26.89
2004-04-01,1133.36,18.21,53.38,188.0,4.35,1440.2,23.14,67.84,26.9
2004-05-01,1102.78,18.41,54.77,189.1,4.72,1393.19,23.25,69.19,25.9
2004-06-01,1132.76,18.6,56.15,189.7,4.73,1426.54,23.42,70.71,26.4
2004-07-01,1105.85,18.79,56.69,189.4,4.5,1394.85,23.7,71.51,25.7
2004-08-01,1088.94,18.97,57.23,189.5,4.28,1372.8,23.92,72.15,25.17
2004-09-01,1117.66,19.16,57.77,189.9,4.13,1406.04,24.1,72.68,25.67
2004-10-01,1117.21,19.25,58.03,190.9,4.1,1398.11,24.09,72.62,25.41
2004-11-01,1168.94,19.35,58.29,191.0,4.19,1462.08,24.2,72.91,26.47
2004-12-01,1199.21,19.44,58.55,190.3,4.23,1505.46,24.4,73.5,27.14
2005-01-01,1181.41,19.7,59.11,190.7,4.22,1480.0,24.68,74.05,26.59
2005-02-01,1199.63,19.97,59.66,191.8,4.17,1494.21,24.87,74.31,26.74
2005-03-01,1194.9,20.23,60.22,193.3,4.5,1476.77,25.0,74.43,26.34
2005-04-01,1164.43,20.46,61.23,194.6,4.34,1429.49,25.12,75.17,25.41
2005-05-01,1178.28,20.7,62.25,194.4,4.14,1447.99,25.43,76.49,25.65
2005-06-01,1202.25,20.93,63.26,194.5,4.0,1476.68,25.71,77.7,26.07
2005-07-01,1222.24,21.11,64.33,195.4,4.18,1494.32,25.81,78.65,26.29
2005-08-01,1224.27,21.29,65.4,196.4,4.26,1489.18,25.9,79.55,26.1
2005-09-01,1225.92,21.47,66.47,198.8,4.2,1473.19,25.8,79.88,25.73
2005-10-01,1191.96,21.72,67.59,199.2,4.46,1429.5,26.05,81.06,24.88
2005-11-01,1237.37,21.97,68.71,197.6,4.54,1495.98,26.56,83.07,25.93
2005-12-01,1262.07,22.22,69.83,196.8,4.47,1532.04,26.97,84.77,26.44
2006-01-01,1278.73,22.41,70.78,198.3,4.42,1540.52,26.99,85.27,26.47
2006-02-01,1276.65,22.59,71.72,198.7,4.57,1534.92,27.16,86.23,26.25
2006-03-01,1293.74,22.78,72.67,199.8,4.72,1546.9,27.24,86.89,26.33
2006-04-01,1302.17,23.0,73.28,201.5,4.99,1543.85,27.27,86.88,26.15
2006-05-01,1290.01,23.22,73.88,202.5,5.11,1521.88,27.39,87.16,25.65
2006-06-01,1253.17,23.44,74.49,202.9,5.11,1475.5,27.6,87.71,24.75
2006-07-01,1260.24,23.66,75.85,203.5,5.09,1479.45,27.78,89.04,24.7
2006-08-01,1287.15,23.88,77.21,203.9,4.88,1508.08,27.98,90.46,25.05
2006-09-01,1317.74,24.1,78.57,202.9,4.72,1551.53,28.38,92.51,25.64
2006-10-01,1363.38,24.36,79.55,201.8,4.73,1614.02,28.84,94.17,26.54
2006-11-01,1388.64,24.62,80.53,201.5,4.6,1646.37,29.19,95.48,26.93
2006-12-01,1416.42,24.88,81.51,201.8,4.56,1676.81,29.45,96.49,27.28
2007-01-01,1424.16,25.08,82.06,202.42,4.76,1680.84,29.6,96.85,27.21
2007-02-01,1444.8,25.29,82.6,203.5,4.72,1696.12,29.69,96.97,27.32
2007-03-01,1406.95,25.49,83.15,205.35,4.56,1636.79,29.65,96.73,26.23
2007-04-01,1463.64,25.72,83.74,206.69,4.69,1691.75,29.72,96.79,26.98
2007-05-01,1511.14,25.94,84.33,207.95,4.75,1736.04,29.8,96.88,27.55
2007-06-01,1514.19,26.17,84.92,208.35,5.1,1736.18,30.01,97.37,27.42
2007-07-01,1520.71,26.44,82.81,208.3,5.0,1744.1,30.32,94.98,27.41
2007-08-01,1454.62,26.71,80.71,207.92,4.67,1671.37,30.69,92.73,26.15
2007-09-01,1497.12,26.98,78.6,208.49,4.52,1715.47,30.91,90.06,26.73
2007-10-01,1539.66,27.23,74.46,208.94,4.53,1760.45,31.13,85.14,27.32
2007-11-01,1463.39,27.48,70.32,210.18,4.15,1663.36,31.24,79.93,25.73
2007-12-01,1479.22,27.73,66.18,210.04,4.1,1682.48,31.54,75.27,25.96
2008-01-01,1378.76,27.92,64.25,211.08,3.74,1560.46,31.6,72.72,24.02
2008-02-01,1354.87,28.11,62.32,211.69,3.74,1528.98,31.72,70.33,23.5
2008-03-01,1316.94,28.3,60.39,213.53,3.51,1473.41,31.66,67.57,22.61
2008-04-01,1370.47,28.44,57.38,214.82,3.68,1524.06,31.62,63.81,23.36
2008-05-01,1403.22,28.57,54.38,216.63,3.88,1547.44,31.51,59.97,23.7
2008-06-01,1341.25,28.71,51.37,218.81,4.1,1464.35,31.34,56.08,22.42
2008-07-01,1257.33,28.76,49.56,219.96,4.01,1365.56,31.23,53.83,20.91
2008-08-01,1281.47,28.8,47.76,219.09,3.89,1397.35,31.41,52.08,21.4
2008-09-01,1216.95,28.85,45.95,218.78,3.69,1328.84,31.5,50.17,20.36
2008-10-01,968.8,28.7,35.59,216.57,3.81,1068.67,31.65,39.26,16.39
2008-11-01,883.04,28.54,25.24,212.43,3.53,993.09,32.1,28.38,15.26
2008-12-01,877.56,28.39,14.88,210.23,2.42,997.24,32.26,16.91,15.38
2009-01-01,865.58,28.01,12.21,211.14,2.52,979.36,31.7,13.81,15.17
2009-02-01,805.23,27.64,9.53,212.19,2.87,906.57,31.11,10.73,14.12
2009-03-01,757.13,27.26,6.86,212.71,2.82,850.35,30.62,7.7,13.32
2009-04-01,848.15,26.7,7.08,213.24,2.93,950.2,29.92,7.93,14.98
2009-05-01,902.41,26.15,7.29,213.86,3.29,1008.08,29.21,8.15,16.0
2009-06-01,926.12,25.59,7.51,215.69,3.72,1025.75,28.34,8.32,16.38
2009-07-01,935.82,25.03,9.19,215.35,3.56,1038.14,27.76,10.19,16.69
2009-08-01,1009.73,24.46,10.86,215.83,3.59,1117.63,27.08,12.02,18.09
2009-09-01,1044.55,23.9,12.54,215.97,3.4,1155.45,26.44,13.87,18.83
2009-10-01,1067.66,23.4,25.35,216.18,3.39,1179.87,25.86,28.01,19.36
2009-11-01,1088.07,22.91,38.16,216.33,3.4,1201.58,25.3,42.14,19.81
2009-12-01,1110.38,22.41,50.97,215.95,3.59,1228.38,24.79,56.39,20.32
2010-01-01,1123.58,22.24,54.29,216.69,3.73,1238.75,24.52,59.85,20.53
2010-02-01,1089.16,22.07,57.61,216.74,3.69,1200.5,24.33,63.5,19.92
2010-03-01,1152.05,21.9,60.93,217.63,3.73,1264.63,24.04,66.88,21.0
2010-04-01,1197.32,21.95,62.99,218.01,3.85,1312.04,24.05,69.02,21.8
2010-05-01,1125.06,21.99,65.04,218.18,3.42,1231.9,24.08,71.22,20.48
2010-06-01,1083.36,22.04,67.1,217.97,3.2,1187.4,24.16,73.54,19.74
2010-07-01,1079.8,22.14,68.69,218.01,3.01,1183.25,24.26,75.27,19.67
2010-08-01,1087.28,22.25,70.27,218.31,2.7,1189.81,24.34,76.9,19.77
2010-09-01,1122.08,22.35,71.86,218.44,2.65,1227.17,24.44,78.59,20.38
2010-10-01,1171.58,22.48,73.69,218.71,2.54,1279.72,24.55,80.49,21.24
2010-11-01,1198.89,22.6,75.52,218.8,2.76,1309.0,24.68,82.46,21.7
2010-12-01,1241.53,22.73,77.35,219.18,3.29,1353.23,24.77,84.31,22.4
2011-01-01,1282.62,22.96,78.67,220.22,3.39,1391.39,24.91,85.34,22.98
2011-02-01,1321.12,23.2,79.99,221.31,3.58,1426.12,25.04,86.35,23.49
2011-03-01,1304.49,23.43,81.31,223.47,3.41,1394.57,25.05,86.92,22.9
2011-04-01,1331.51,23.73,82.16,224.91,3.46,1414.35,25.21,87.27,23.14
2011-05-01,1338.31,24.04,83.02,225.96,3.17,1414.91,25.41,87.77,23.06
2011-06-01,1287.29,24.34,83.87,225.72,3.0,1362.43,25.76,88.77,22.1
2011-07-01,1325.19,24.62,84.91,225.92,3.0,1401.3,26.03,89.78,22.61
2011-08-01,1185.31,24.9,85.94,226.54,2.3,1249.94,26.26,90.63,20.05
2011-09-01,1173.88,25.18,86.98,226.89,1.98,1236.01,26.51,91.58,19.7
2011-10-01,1207.22,25.6,86.97,226.42,2.15,1273.74,27.01,91.76,20.16
2011-11-01,1226.42,26.01,86.96,226.23,2.01,1295.09,27.47,91.83,20.35
2011-12-01,1243.32,26.43,86.95,225.67,1.98,1316.19,27.98,92.05,20.52
2012-01-01,1300.58,26.74,87.48,226.66,1.97,1370.77,28.18,92.2,21.21
2012-02-01,1352.49,27.04,88.01,227.66,1.97,1419.23,28.38,92.35,21.8
2012-03-01,1389.24,27.35,88.54,229.39,2.17,1446.81,28.48,92.21,22.05
2012-04-01,1386.43,27.67,88.33,230.09,2.05,1439.53,28.73,91.72,21.78
